,0|28.65%,1|25.43%,2|16.01%,3|11.38%,4|7.92%,5|6.46%,6|2.94%,7|1.2%
FIRST CLOWN,-1.641153690700128,1.4486974468578522,-2.583251035461481,-1.164705319271896,-1.2740641230254093,0.9548948667657905,-0.6006726993372208,-0.15053716923302765
QUEEN,-1.3003600938460047,0.19805492799871902,3.5236823685734744,-0.9083181475662889,-1.3388057688585353,0.21087243452690135,-0.12140233656900905,0.25305702493311377
KING,1.4388131296833415,-2.229626873634167,0.033794757063445806,-0.41616575256655414,-0.617343632537393,-1.4045183472067249,-0.1375216858561969,-0.8185567110987578
ROSENCRANTZ,4.794992299161224,0.85426349105035,-0.2634852716171707,-1.4738867966319753,0.4679757182453656,0.31617082890725445,0.20566446842164074,0.3737792184874464
LAERTES,-0.8623671638327934,3.564357084755261,-0.16265635945477383,0.8768491053689792,0.5881749333197465,-1.824714114693801,-0.23553877542830182,0.18146227722541564
HORATIO,1.3564645317033122,0.6692848475379236,0.8281056572887009,2.5698990553977836,0.3461612915987082,1.4103355512818831,-0.43211987397852036,-0.36167263101114827
HAMLET,-0.802645211083152,-0.29138008388374814,-0.834580480782017,0.950789064838144,-0.7425286076684232,0.12564497645816103,1.6941178790380504,0.0737636029192696
POLONIUS,-0.6102799634920757,-3.585554529058128,-0.9423854868350631,0.8936202197232616,0.20130675838597586,-0.3051908559226577,-0.6087418614713627,0.7025728622524114
OPHELIA,-2.3734638375937114,-0.6280963116240508,0.400775851224886,-1.3280814292914587,2.3691234305399624,0.5165046598831841,0.23621488518091316,-0.25386847447473004
